Rooms,Price
5.410596026490066,2.312
6.270485859318347,3.183
6.017804154302671,2.534
5.925431274346132,2.782
4.6938775510204085,3.0
5.0904467853251,2.735
5.225572979493365,2.234
5.430379746835443,2.145
5.390692640692641,2.202
5.663313212608987,2.403
4.114130434782608,1.58
4.177777777777778,2.242
4.962546816479401,1.772
5.115768463073852,2.161
5.66941297631308,2.697
5.232388663967611,2.312
4.470167064439141,1.625
5.032731376975169,2.54
6.052795031055901,1.962
4.165820642978003,1.894
3.833457804331591,2.208
3.492905937992643,2.138
7.946778711484594,4.429
7.030921052631579,3.334
6.154545454545454,3.524
6.905204460966543,3.053
6.891447368421052,2.596
6.011965811965812,2.489
6.18780487804878,3.56
4.608303249097473,2.36
4.502032520325203,2.188
5.411009174311927,2.28
4.052901023890785,2.359
4.950749464668094,2.032
5.513317191283293,1.97
6.172413793103448,2.364
5.238888888888889,2.232
4.974960876369327,2.227
5.772277227722772,2.25
5.422087745839637,2.401
5.903100775193798,2.279
5.328918322295806,2.686
5.518024032042724,2.751
5.963675213675214,2.563
5.381834215167548,3.324
6.511392405063291,2.876
5.350140056022409,2.989
6.019108280254777,2.876
5.85590465872156,2.222
6.135399673735726,2.326
6.613095238095238,2.583
5.508948545861298,2.309
5.234600262123198,1.969
5.350828729281768,2.235
5.737057220708447,2.239
5.7625,2.435
7.63523372061605,4.511
8.306260575296108,5.00001
5.0757162346521145,1.931
6.924558587479936,2.644
5.647058823529412,2.469
7.075,3.373
6.529202279202279,2.848
6.391304347826087,2.173
6.155339805825243,2.917
5.689655172413793,2.238
5.987197724039829,2.231
5.160388821385176,2.113
5.008988764044944,2.185
4.07,1.563
6.116037735849057,2.482
5.523668639053255,1.86
4.566510172143975,1.782
4.9593147751606,1.904
5.254237288135593,2.103
5.124137931034483,2.08
4.321782178217822,1.833
6.44851904090268,2.457
6.284875183553598,2.422
4.826747720364741,1.817
4.96480743691899,2.994
6.751091703056769,2.195
6.523099850968704,2.318
5.94392523364486,2.213
6.31981981981982,2.138
5.990062111801242,2.06
6.67319587628866,2.711
7.60075329566855,3.365
6.153846153846154,3.156
7.915,5.00001
6.694096601073345,2.854
6.634080717488789,3.23
7.557077625570776,2.919
5.385964912280702,2.256
7.287625418060201,2.596
6.938461538461539,2.629
6.982692307692307,2.573
6.73536299765808,2.592
6.59330985915493,3.397
7.811188811188811,3.372
7.746938775510204,3.341
7.053726169844021,3.115
6.925925925925926,2.969
6.219409282700422,2.479
6.894915254237288,3.004
7.473684210526316,3.324
7.762408462164362,3.898
4.2087227414330215,2.33
5.117647058823529,2.385
6.300813008130081,2.333
3.3947939262472886,2.313
7.6104651162790695,4.758
6.6896969696969695,3.932
5.837146702557201,2.472
6.517985611510792,2.294
6.359838274932614,2.825
6.389140271493213,3.006
5.678125,2.932
7.331775700934579,2.785
6.76,3.529
5.428571428571429,4.0
6.0476190476190474,3.75
6.916606757728253,3.137
4.9629331184528604,1.393
7.447916666666667,3.275
6.401433691756273,4.306
6.9655172413793105,1.25
6.630952380952381,4.5
5.2558575445173386,2.002
5.68,1.924
5.811764705882353,4.188
6.08021978021978,2.168
5.97583081570997,2.155
5.974921630094044,2.277
4.842031029619182,1.844
4.53494623655914,1.584
5.114967462039045,1.746
4.9877622377622375,1.684
6.013371537726838,1.884
5.861561119293078,2.567
5.07088122605364,1.838
6.673003802281369,1.834
5.340974212034384,1.775
5.472081218274112,1.869
6.1809899787427875,2.389
4.576470588235294,1.725
4.541284403669724,1.792
5.147971360381861,2.044
5.211805555555555,2.094
6.408260524225576,2.642
6.4594017094017095,3.5
6.88785046728972,1.998
6.2514450867052025,2.11
6.591078066914498,2.011
5.5,1.93
6.586469534050179,2.45
8.973684210526315,1.176
10.51530612244898,0.979
29.852941176470587,1.406
8.62530413625304,1.209
6.317596566523605,1.19
7.972375690607735,1.292
6.396067415730337,0.991
5.646209386281589,1.089
10.168591224018476,1.117
6.0588235294117645,0.689
6.375796178343949,0.964
6.805343511450381,1.167
6.3375,1.238
4.770833333333333,0.979
6.5,1.298
6.4605263157894735,1.213
5.777777777777778,1.072
6.090592334494773,1.219
5.7277936962750715,1.134
5.785,0.991
6.372146118721461,1.03
6.832786885245902,1.142
5.932843651626443,1.441
5.681022880215343,1.286
5.839869281045751,1.572
5.6272965879265096,1.185
5.760299625468165,1.167
6.218905472636816,1.348
5.77208480565371,1.099
5.901408450704225,1.443
5.541322314049586,1.236
5.5385915492957745,1.126
5.230635335073977,1.073
5.122489959839357,1.178
4.397831526271894,0.899
4.29014598540146,1.023
4.351529694061187,0.873
5.385624344176286,1.426
4.485285101164929,1.531
5.747474747474747,1.266
5.63481228668942,1.183
6.554716981132075,1.47
4.403100775193798,0.781
4.3143939393939394,0.858
4.590189873417722,0.845
4.530612244897959,1.375
4.518469656992084,0.889
4.456632653061225,1.202
4.362,0.745
5.314285714285714,0.851
5.493265993265993,1.303
6.820855614973262,1.252
5.6732600732600735,1.114
5.899736147757256,0.97
5.705696202531645,1.226
5.283194057567316,1.163
4.827586206896552,1.792
4.669329073482428,0.858
4.396103896103896,0.948
5.02,2.0
4.328282828282828,1.125
4.260233918128655,0.69
4.291479820627803,0.55
4.618037135278515,0.779
4.771653543307087,0.988
4.934725848563969,0.787
5.154081632653061,0.813
4.993318485523385,0.603
4.3858615611192935,0.663
4.3487544483985765,1.167
6.3,1.597
6.272311212814645,1.392
5.080419580419581,0.896
5.840425531914893,1.531
5.464019851116626,0.875
6.265,1.586
5.643382352941177,0.951
5.86,0.938
6.385300668151448,0.953
5.489010989010989,1.413
31.77777777777778,0.675
6.246808510638298,0.73
5.850574712643678,1.196
5.653940886699507,0.932
5.583333333333333,1.179
5.828267477203648,0.972
5.531073446327683,0.976
5.672727272727273,0.953
6.26813880126183,1.077
5.022556390977444,1.029
4.4226190476190474,0.883
5.071823204419889,0.865
4.565217391304348,0.58
5.077702702702703,0.84
5.32013201320132,0.895
5.427184466019417,0.934
5.197368421052632,1.152
5.047727272727273,1.057
5.622710622710622,0.973
5.668817204301075,1.086
5.9655172413793105,1.049
5.490066225165563,1.102
5.270440251572327,1.038
4.303317535545023,0.808
4.973626373626374,0.873
4.401079136690647,0.855
5.693208430913349,0.85
4.899721448467966,0.935
5.2772277227722775,0.967
5.302040816326531,1.097
3.899810964083176,0.858
4.546511627906977,0.928
5.042801556420233,0.705
5.397014925373134,1.218
5.346303501945525,1.026
5.712887438825448,1.012
5.5390625,1.683
5.680701754385965,1.261
4.784883720930233,0.838
5.787575150300601,0.926
5.081818181818182,1.112
5.676646706586826,0.875
5.173202614379085,0.875
7.232736572890025,0.947
6.196078431372549,0.625
7.028436018957346,0.833
5.010060362173038,0.857
4.152284263959391,0.795
4.9294710327455915,0.536
4.175903614457831,0.652
4.321951219512195,0.841
6.038084874863983,1.423
5.470967741935484,0.938
5.657534246575342,0.908
6.756521739130434,0.918
6.128500823723229,0.975
6.122033898305085,0.912
6.477987421383648,0.738
5.526881720430108,0.864
4.686274509803922,0.621
5.3652173913043475,0.722
5.003225806451613,0.576
5.136645962732919,0.583
4.038461538461538,0.517
5.6,0.579
5.432276657060519,0.531
4.639908256880734,0.561
5.029227557411273,0.58
